rowNumber,failure_type
7698,No Failure
6059,No Failure
6165,No Failure
5087,No Failure
4563,No Failure
5597,No Failure
4225,No Failure
3221,No Failure
2329,No Failure
2694,No Failure
1949,No Failure
1376,No Failure
9462,No Failure
7783,No Failure
4964,No Failure
1697,No Failure
5720,No Failure
3171,No Failure
667,No Failure
4997,No Failure
3575,No Failure
750,No Failure
6900,No Failure
8904,No Failure
489,No Failure
9457,No Failure
3709,No Failure
5676,No Failure
7983,No Failure
1487,No Failure
6323,No Failure
5632,No Failure
7677,No Failure
1204,No Failure
4273,No Failure
8537,No Failure
8477,No Failure
9685,No Failure
8600,No Failure
409,No Failure
7341,No Failure
2146,No Failure
5486,No Failure
9350,No Failure
6104,No Failure
4795,No Failure
9232,No Failure
776,No Failure
5378,No Failure
9038,No Failure
9473,No Failure
3466,No Failure
2197,No Failure
4411,No Failure
9263,No Failure
5200,No Failure
7229,No Failure
9229,No Failure
9667,No Failure
1979,No Failure
8893,No Failure
7613,No Failure
8239,No Failure
8166,No Failure
1781,No Failure
5343,No Failure
8361,No Failure
9446,No Failure
267,No Failure
9734,No Failure
4490,No Failure
228,No Failure
8531,No Failure
594,No Failure
7794,No Failure
2139,No Failure
8649,No Failure
24,No Failure
4341,No Failure
2149,No Failure
1490,No Failure
4317,No Failure
912,No Failure
4818,No Failure
4499,No Failure
5151,No Failure
1272,No Failure
4089,No Failure
338,No Failure
5770,No Failure
9928,No Failure
1102,No Failure
9116,No Failure
3718,No Failure
7204,No Failure
9191,No Failure
5540,No Failure
8076,No Failure
7192,No Failure
9249,No Failure
6968,No Failure
468,No Failure
8278,Overstrain Failure
4765,No Failure
5080,No Failure
1203,No Failure
2423,No Failure
2121,No Failure
6869,No Failure
7963,No Failure
8507,No Failure
4731,No Failure
3446,No Failure
8751,No Failure
7452,No Failure
7357,No Failure
5206,No Failure
7617,No Failure
3411,No Failure
6966,No Failure
383,No Failure
8967,No Failure
8718,No Failure
7598,No Failure
5172,No Failure
1298,No Failure
8692,No Failure
7375,No Failure
3961,No Failure
346,No Failure
264,No Failure
7958,No Failure
276,No Failure
9679,No Failure
1194,No Failure
608,No Failure
8556,No Failure
7179,No Failure
1137,No Failure
6151,No Failure
878,No Failure
5281,No Failure
5034,No Failure
8194,No Failure
2776,No Failure
253,No Failure
302,No Failure
9836,No Failure
2125,No Failure
6044,No Failure
607,No Failure
1134,No Failure
3395,No Failure
9268,No Failure
9244,No Failure
2507,No Failure
3419,No Failure
8669,No Failure
6501,No Failure
7344,No Failure
463,No Failure
3922,No Failure
821,No Failure
6872,No Failure
6519,No Failure
4287,No Failure
7162,No Failure
8368,No Failure
8454,No Failure
6216,No Failure
3444,No Failure
9538,No Failure
8645,No Failure
2936,No Failure
7910,No Failure
5678,No Failure
7425,No Failure
6315,No Failure
7455,No Failure
9402,No Failure
470,No Failure
1919,No Failure
1275,No Failure
651,No Failure
6856,No Failure
5982,No Failure
4319,No Failure
2207,No Failure
6703,No Failure
5098,No Failure
150,No Failure
2826,No Failure
2469,No Failure
4076,No Failure
4429,No Failure
3652,No Failure
6908,No Failure
8492,No Failure
4523,No Failure
5817,No Failure
4560,No Failure
1078,No Failure
7298,No Failure
9952,No Failure
9169,No Failure
1847,No Failure
4133,No Failure
2553,No Failure
7361,No Failure
7102,No Failure
2960,No Failure
4897,No Failure
1481,No Failure
7720,No Failure
259,No Failure
6485,No Failure
7926,No Failure
9816,No Failure
7312,No Failure
1008,No Failure
6138,No Failure
8111,No Failure
5209,No Failure
4310,No Failure
3418,No Failure
2639,No Failure
3956,No Failure
1483,No Failure
609,No Failure
684,No Failure
4811,No Failure
3757,No Failure
2948,No Failure
1085,No Failure
8789,No Failure
7025,No Failure
9474,No Failure
5716,No Failure
3869,No Failure
152,No Failure
8122,No Failure
3693,No Failure
3313,No Failure
3867,No Failure
4839,No Failure
7767,No Failure
2014,No Failure
5859,No Failure
7686,No Failure
389,No Failure
8116,No Failure
5704,No Failure
9508,No Failure
3602,No Failure
1105,No Failure
3033,No Failure
213,No Failure
134,No Failure
6207,No Failure
2317,No Failure
9878,No Failure
7847,No Failure
3328,No Failure
1449,No Failure
6802,No Failure
8147,No Failure
1259,No Failure
6414,No Failure
2220,No Failure
6533,No Failure
1094,No Failure
6234,No Failure
9939,No Failure
8371,No Failure
2719,No Failure
7726,No Failure
6353,No Failure
4306,No Failure
5302,No Failure
7768,No Failure
9874,No Failure
4890,No Failure
3592,No Failure
3226,No Failure
1003,No Failure
4629,No Failure
9130,No Failure
6241,No Failure
4669,No Failure
679,No Failure
1804,No Failure
7442,No Failure
5477,No Failure
4549,No Failure
6174,No Failure
7176,No Failure
3704,No Failure
8098,No Failure
8172,No Failure
9493,No Failure
6032,No Failure
7964,No Failure
7978,No Failure
6073,No Failure
1252,No Failure
1644,No Failure
56,No Failure
644,No Failure
9703,No Failure
3865,No Failure
9326,No Failure
753,No Failure
440,No Failure
6100,No Failure
9439,No Failure
5939,No Failure
558,No Failure
1986,No Failure
5889,No Failure
6098,No Failure
7093,No Failure
5226,No Failure
3161,No Failure
8694,No Failure
7418,No Failure
1747,No Failure
3342,No Failure
2851,No Failure
4258,No Failure
3656,No Failure
9735,No Failure
2160,No Failure
330,No Failure
673,No Failure
9699,No Failure
6889,No Failure
5505,No Failure
4057,No Failure
9855,No Failure
8376,No Failure
244,No Failure
3413,No Failure
8953,No Failure
9989,No Failure
2945,No Failure
5179,No Failure
1632,No Failure
9097,No Failure
926,No Failure
5495,No Failure
918,No Failure
5451,No Failure
2295,No Failure
1187,No Failure
9769,No Failure
6842,No Failure
1601,No Failure
3651,No Failure
4598,No Failure
475,No Failure
2750,No Failure
9631,No Failure
7173,No Failure
2212,No Failure
7851,No Failure
5240,No Failure
959,No Failure
7108,No Failure
991,No Failure
3797,No Failure
8780,No Failure
8990,No Failure
2720,No Failure
1463,No Failure
7208,No Failure
6635,No Failure
1049,No Failure
8327,No Failure
6407,No Failure
2522,No Failure
9773,No Failure
3470,No Failure
3589,No Failure
9113,No Failure
5075,No Failure
8189,No Failure
8991,No Failure
2820,No Failure
7394,No Failure
1566,No Failure
5979,No Failure
6023,No Failure
3795,No Failure
6784,No Failure
948,No Failure
9648,No Failure
7370,No Failure
8930,No Failure
7476,No Failure
2929,No Failure
2420,No Failure
8187,No Failure
7711,No Failure
9824,No Failure
4389,No Failure
3059,No Failure
8039,No Failure
9597,No Failure
1440,No Failure
7642,No Failure
7972,No Failure
2343,No Failure
8945,No Failure
2580,No Failure
8513,No Failure
8874,No Failure
5999,No Failure
9208,No Failure
4,No Failure
5023,No Failure
4460,No Failure
898,No Failure
7400,No Failure
1930,No Failure
7568,No Failure
8145,No Failure
1424,No Failure
4826,No Failure
5245,No Failure
8313,No Failure
5693,No Failure
4382,No Failure
5760,No Failure
2051,No Failure
116,No Failure
9090,No Failure
5439,No Failure
7770,No Failure
9520,No Failure
1542,No Failure
7134,No Failure
4892,No Failure
6222,No Failure
2717,No Failure
8714,No Failure
2008,No Failure
6778,No Failure
6637,No Failure
9265,No Failure
524,No Failure
3546,No Failure
8564,No Failure
8594,No Failure
8217,No Failure
7252,No Failure
1384,No Failure
3939,No Failure
3938,No Failure
9047,No Failure
9346,No Failure
1430,No Failure
196,No Failure
1200,No Failure
1279,No Failure
2888,No Failure
9714,No Failure
4840,No Failure
5282,No Failure
9329,No Failure
1508,Overstrain Failure
5826,No Failure
1575,No Failure
8468,No Failure
3764,No Failure
6664,No Failure
4117,Overstrain Failure
9314,No Failure
8606,No Failure
1797,No Failure
5993,No Failure
571,No Failure
1771,No Failure
6601,No Failure
5634,No Failure
7311,No Failure
5773,No Failure
973,No Failure
9594,No Failure
4573,No Failure
7345,No Failure
7687,No Failure
8431,No Failure
2166,No Failure
8744,No Failure
4021,No Failure
5197,No Failure
2171,No Failure
1454,No Failure
5946,No Failure
6728,No Failure
9235,No Failure
5434,No Failure
6931,No Failure
9676,No Failure
1177,No Failure
7301,No Failure
8852,No Failure
4414,No Failure
5622,No Failure
2215,No Failure
8824,No Failure
4349,No Failure
3263,No Failure
542,No Failure
5445,No Failure
5807,No Failure
8988,No Failure
941,No Failure
1648,No Failure
2489,No Failure
4653,No Failure
8345,No Failure
3350,No Failure
7058,No Failure
2081,No Failure
1009,No Failure
7477,No Failure
8756,No Failure
2521,No Failure
7412,No Failure
4031,No Failure
9777,No Failure
4239,No Failure
5096,No Failure
9102,No Failure
2210,No Failure
8003,No Failure
6297,No Failure
4974,No Failure
5875,No Failure
5042,No Failure
6639,No Failure
8365,No Failure
1634,No Failure
2198,No Failure
2908,No Failure
8495,No Failure
7236,No Failure
928,No Failure
1019,No Failure
6527,No Failure
7320,No Failure
4929,No Failure
98,No Failure
7843,No Failure
209,No Failure
4326,No Failure
1452,No Failure
4243,No Failure
603,No Failure
5231,No Failure
9155,No Failure
6850,No Failure
4166,No Failure
5876,No Failure
7917,No Failure
2019,No Failure
4941,No Failure
5480,No Failure
539,No Failure
6581,No Failure
6037,No Failure
5798,No Failure
7049,No Failure
5524,No Failure
717,No Failure
9595,No Failure
4145,No Failure
197,No Failure
7603,No Failure
7738,No Failure
7890,No Failure
5120,No Failure
8743,No Failure
3442,No Failure
3483,No Failure
4188,No Failure
7543,No Failure
7460,No Failure
1872,No Failure
5563,No Failure
4572,No Failure
7145,No Failure
1840,No Failure
9226,No Failure
7589,No Failure
2715,No Failure
3545,No Failure
114,No Failure
6706,No Failure
4923,No Failure
5957,No Failure
5552,No Failure
1995,No Failure
8205,No Failure
7384,No Failure
4247,No Failure
7557,No Failure
5018,No Failure
8389,No Failure
2933,No Failure
2358,No Failure
4513,No Failure
5806,No Failure
7903,No Failure
6213,No Failure
825,No Failure
1876,No Failure
7590,No Failure
4396,No Failure
1622,No Failure
7500,No Failure
5537,No Failure
3900,No Failure
7799,No Failure
920,No Failure
6304,No Failure
8700,No Failure
3490,No Failure
2246,No Failure
6812,No Failure
9743,No Failure
1707,No Failure
1572,No Failure
2832,No Failure
626,No Failure
8719,No Failure
3064,No Failure
3040,No Failure
7800,No Failure
1474,No Failure
3424,No Failure
7117,No Failure
4318,No Failure
2884,No Failure
4494,No Failure
4705,No Failure
2802,No Failure
7865,No Failure
9650,No Failure
3375,No Failure
1989,No Failure
7050,No Failure
6769,No Failure
9269,No Failure
488,No Failure
906,No Failure
5184,No Failure
8432,No Failure
2456,No Failure
6809,No Failure
2555,No Failure
2395,No Failure
3717,No Failure
1515,No Failure
9204,No Failure
23,No Failure
4098,No Failure
2342,No Failure
5506,No Failure
7832,No Failure
3561,No Failure
4803,No Failure
4224,No Failure
1333,No Failure
2265,No Failure
4673,No Failure
5525,No Failure
6982,No Failure
9095,Overstrain Failure
3688,No Failure
4726,No Failure
2906,No Failure
6331,No Failure
6003,No Failure
2523,No Failure
2564,No Failure
8354,No Failure
2630,No Failure
8094,No Failure
8209,No Failure
7174,No Failure
6321,No Failure
3846,No Failure
1503,No Failure
4823,No Failure
1769,No Failure
5327,No Failure
6793,No Failure
6564,No Failure
4083,No Failure
9472,No Failure
5121,No Failure
8213,No Failure
8641,No Failure
1910,No Failure
3998,No Failure
8007,No Failure
9185,No Failure
8912,No Failure
451,No Failure
2294,No Failure
4618,No Failure
2943,No Failure
5364,No Failure
4687,No Failure
86,No Failure
9212,No Failure
1042,No Failure
7379,No Failure
8174,No Failure
7861,No Failure
2143,No Failure
2144,No Failure
9890,No Failure
190,No Failure
1882,No Failure
5519,No Failure
3356,No Failure
2266,No Failure
7758,No Failure
9637,No Failure
5219,No Failure
7778,No Failure
3394,No Failure
8430,No Failure
3671,No Failure
1231,No Failure
8768,No Failure
9853,No Failure
2847,No Failure
5148,No Failure
5903,No Failure
756,No Failure
8447,No Failure
7068,No Failure
3384,No Failure
4195,No Failure
6448,No Failure
2990,No Failure
9745,No Failure
2664,No Failure
3023,No Failure
7620,No Failure
1431,No Failure
485,No Failure
7465,No Failure
7024,No Failure
7879,No Failure
6395,No Failure
993,No Failure
8508,No Failure
4006,No Failure
2578,No Failure
6250,No Failure
3915,No Failure
7608,No Failure
4783,No Failure
8812,No Failure
9615,No Failure
546,No Failure
6862,No Failure
4999,No Failure
5966,No Failure
7377,No Failure
7874,No Failure
1013,No Failure
6476,No Failure
5376,No Failure
4115,No Failure
8378,No Failure
1728,No Failure
1555,No Failure
7115,No Failure
9741,No Failure
655,No Failure
3410,No Failure
8755,No Failure
374,No Failure
7928,No Failure
2786,No Failure
4881,No Failure
5890,No Failure
94,No Failure
7128,No Failure
2179,No Failure
2387,No Failure
5257,No Failure
2641,No Failure
5941,No Failure
1114,No Failure
1521,No Failure
3598,No Failure
4887,No Failure
324,No Failure
6170,No Failure
7338,No Failure
9861,No Failure
3297,No Failure
7527,No Failure
9234,No Failure
9438,No Failure
7492,No Failure
6810,No Failure
1740,No Failure
7294,No Failure
9217,No Failure
8742,No Failure
9206,No Failure
4026,No Failure
5237,No Failure
1299,No Failure
1604,No Failure
6382,No Failure
4689,No Failure
2200,No Failure
5326,No Failure
602,No Failure
4655,No Failure
1179,No Failure
8693,No Failure
6338,No Failure
9704,No Failure
7319,No Failure
5887,No Failure
8546,No Failure
5006,No Failure
8192,No Failure
8716,No Failure
9484,No Failure
7747,No Failure
7022,No Failure
2204,No Failure
6102,No Failure
8837,No Failure
5232,No Failure
605,No Failure
1984,No Failure
4576,No Failure
5591,No Failure
7466,No Failure
9651,No Failure
4364,No Failure
3981,No Failure
7039,No Failure
8294,No Failure
969,No Failure
5878,No Failure
4520,No Failure
428,No Failure
3723,No Failure
1983,No Failure
5377,No Failure
5582,No Failure
2950,No Failure
2487,No Failure
309,No Failure
4879,No Failure
3449,No Failure
5564,No Failure
8482,No Failure
9689,No Failure
8798,No Failure
6048,No Failure
7315,No Failure
1170,No Failure
3474,No Failure
1709,No Failure
9210,No Failure
3367,No Failure
1953,No Failure
836,No Failure
793,No Failure
586,No Failure
9367,No Failure
7008,No Failure
9245,No Failure
4978,No Failure
8254,No Failure
1246,No Failure
1720,No Failure
6333,No Failure
3346,No Failure
7044,No Failure
7438,No Failure
8043,No Failure
2583,No Failure
2632,No Failure
6033,No Failure
9455,No Failure
2463,No Failure
1557,No Failure
3471,No Failure
8717,No Failure
9815,No Failure
7118,No Failure
5548,No Failure
5748,No Failure
3180,No Failure
9847,No Failure
4270,No Failure
4954,No Failure
8439,No Failure
2966,No Failure
7284,No Failure
1006,No Failure
9977,No Failure
6438,No Failure
3739,No Failure
2654,No Failure
6757,No Failure
5846,No Failure
6537,No Failure
7935,No Failure
5083,No Failure
9783,No Failure
8850,No Failure
8295,No Failure
2975,No Failure
6457,No Failure
709,No Failure
13,No Failure
1269,No Failure
3904,No Failure
8593,No Failure
8421,No Failure
1116,No Failure
3962,No Failure
5462,No Failure
3728,No Failure
1735,No Failure
720,No Failure
1920,No Failure
5108,No Failure
4510,No Failure
6684,No Failure
4727,No Failure
744,No Failure
2771,No Failure
5449,No Failure
7100,No Failure
4229,No Failure
5674,No Failure
9101,No Failure
1380,No Failure
6546,No Failure
3498,No Failure
8774,No Failure
7813,No Failure
4697,No Failure
1344,No Failure
6705,No Failure
1802,No Failure
4587,No Failure
8341,No Failure
5683,No Failure
2648,No Failure
5238,No Failure
2433,No Failure
9647,No Failure
652,No Failure
9258,Heat Dissipation Failure
841,No Failure
5481,No Failure
7262,No Failure
6433,No Failure
5767,No Failure
9407,No Failure
8786,No Failure
126,No Failure
5068,No Failure
4404,No Failure
9619,No Failure
990,No Failure
8736,No Failure
7285,No Failure
7362,No Failure
567,No Failure
7286,No Failure
6932,No Failure
4901,No Failure
3165,No Failure
628,No Failure
4873,No Failure
4009,No Failure
4339,No Failure
1767,No Failure
5914,No Failure
585,No Failure
8093,No Failure
2767,No Failure
8834,No Failure
2524,No Failure
8925,No Failure
4378,No Failure
1014,No Failure
6532,No Failure
1500,No Failure
2486,No Failure
4504,No Failure
953,No Failure
9050,No Failure
2285,No Failure
8511,No Failure
5225,No Failure
8282,No Failure
1410,No Failure
6318,No Failure
7326,No Failure
7567,No Failure
9225,No Failure
2263,No Failure
6087,No Failure
2530,No Failure
4468,No Failure
5935,No Failure
2494,No Failure
7065,No Failure
4693,No Failure
9606,No Failure
8826,No Failure
1646,No Failure
6126,No Failure
3713,No Failure
5549,No Failure
121,No Failure
2055,No Failure
2858,No Failure
3243,No Failure
2749,No Failure
763,No Failure
6866,No Failure
3835,No Failure
8107,No Failure
188,No Failure
9425,No Failure
1856,No Failure
5893,No Failure
7163,No Failure
9009,No Failure
7693,No Failure
7310,No Failure
9040,No Failure
3719,No Failure
9456,No Failure
9785,No Failure
3516,No Failure
8867,No Failure
3672,No Failure
7178,No Failure
5865,No Failure
8562,No Failure
5687,No Failure
7934,No Failure
8392,No Failure
6871,No Failure
5747,No Failure
9799,No Failure
8835,No Failure
5920,No Failure
2461,No Failure
7221,No Failure
6106,No Failure
9368,No Failure
6024,No Failure
6202,No Failure
5133,No Failure
4388,No Failure
5253,No Failure
1464,No Failure
6346,No Failure
5069,No Failure
7529,No Failure
6049,No Failure
4108,No Failure
4190,No Failure
2031,No Failure
7984,No Failure
3233,No Failure
8765,No Failure
7997,No Failure
2561,No Failure
4905,No Failure
4282,No Failure
1547,No Failure
6055,No Failure
5114,No Failure
3120,No Failure
7156,No Failure
7852,No Failure
5192,No Failure
2288,No Failure
9906,No Failure
7087,Power Failure
262,No Failure
7342,No Failure
9045,No Failure
9345,No Failure
7547,No Failure
3594,No Failure
2426,No Failure
6283,No Failure
7625,No Failure
3288,No Failure
1494,No Failure
9733,No Failure
5577,No Failure
6694,No Failure
4908,No Failure
4061,No Failure
1810,No Failure
3464,No Failure
3941,No Failure
1401,Power Failure
5526,No Failure
2572,No Failure
3954,No Failure
9554,No Failure
7786,No Failure
7254,No Failure
7144,No Failure
5020,No Failure
6335,No Failure
4505,No Failure
4542,No Failure
3622,No Failure
9601,No Failure
1443,No Failure
2789,No Failure
647,No Failure
4477,No Failure
2446,No Failure
4448,No Failure
3018,No Failure
3951,No Failure
5733,No Failure
7323,No Failure
7801,No Failure
9725,No Failure
7420,No Failure
9579,No Failure
7007,No Failure
3698,No Failure
3397,No Failure
657,No Failure
4487,No Failure
2341,No Failure
3902,No Failure
4868,No Failure
7211,No Failure
8160,No Failure
340,No Failure
3307,No Failure
3325,No Failure
5026,No Failure
6690,No Failure
7658,No Failure
5538,No Failure
9007,No Failure
7070,No Failure
4564,No Failure
3508,No Failure
3359,No Failure
8806,No Failure
1160,No Failure
635,No Failure
6310,No Failure
5516,No Failure
9802,No Failure
7949,No Failure
3729,No Failure
5274,No Failure
7198,No Failure
89,No Failure
5422,No Failure
6752,No Failure
5883,No Failure
4548,No Failure
6081,No Failure
3584,No Failure
950,No Failure
3699,No Failure
8966,No Failure
356,No Failure
6445,No Failure
2226,No Failure
2852,No Failure
5329,No Failure
2678,No Failure
978,No Failure
6303,No Failure
5694,No Failure
325,No Failure
5743,No Failure
6942,No Failure
7257,No Failure
2173,No Failure
319,No Failure
4465,No Failure
1667,No Failure
6644,No Failure
1357,No Failure
8917,No Failure
7277,No Failure
9408,No Failure
8523,No Failure
2853,No Failure
5963,No Failure
1004,No Failure
7149,No Failure
4479,No Failure
3633,No Failure
9184,No Failure
2551,No Failure
8535,No Failure
6185,No Failure
3433,No Failure
8689,No Failure
2603,No Failure
5163,No Failure
9419,No Failure
5665,No Failure
4426,No Failure
8843,No Failure
3467,No Failure
5877,No Failure
7578,No Failure
290,No Failure
3026,No Failure
4767,No Failure
8296,No Failure
6014,No Failure
9841,No Failure
7060,No Failure
8947,No Failure
9183,No Failure
7995,No Failure
6647,No Failure
3871,No Failure
508,No Failure
4825,No Failure
8271,No Failure
8910,No Failure
85,No Failure
6979,No Failure
7661,No Failure
1192,No Failure
5313,No Failure
3958,No Failure
3117,No Failure
5072,No Failure
8810,No Failure
9109,No Failure
1354,No Failure
5942,No Failure
4489,No Failure
2710,No Failure
5014,No Failure
5977,No Failure
8588,No Failure
6814,No Failure
3077,No Failure
7986,No Failure
6953,No Failure
2048,No Failure
2729,No Failure
2361,No Failure
8983,No Failure
2410,No Failure
6555,No Failure
5385,No Failure
7540,No Failure
9587,No Failure
4799,No Failure
9166,No Failure
5575,No Failure
6369,No Failure
5695,No Failure
4251,No Failure
8481,No Failure
6919,No Failure
5648,No Failure
956,No Failure
7920,No Failure
6008,No Failure
7883,No Failure
506,No Failure
9730,No Failure
1080,No Failure
5785,No Failure
9793,No Failure
1848,No Failure
7336,No Failure
3227,No Failure
3743,No Failure
782,No Failure
3337,No Failure
8297,No Failure
206,No Failure
7980,No Failure
729,No Failure
5635,No Failure
4780,No Failure
2290,No Failure
774,No Failure
1031,No Failure
2645,No Failure
815,No Failure
6907,No Failure
9876,No Failure
2308,No Failure
8741,No Failure
6716,No Failure
8102,No Failure
1999,No Failure
1616,No Failure
3587,No Failure
2504,No Failure
6066,No Failure
8028,No Failure
5484,No Failure
313,No Failure
4018,No Failure
1897,No Failure
4651,No Failure
1675,No Failure
2277,No Failure
6852,No Failure
8096,No Failure
2689,No Failure
1067,No Failure
1256,No Failure
7929,No Failure
693,No Failure
8505,No Failure
3637,No Failure
5609,No Failure
5558,No Failure
9819,No Failure
6734,No Failure
6084,No Failure
6468,No Failure
974,No Failure
3044,No Failure
6995,No Failure
5386,No Failure
9033,No Failure
2064,No Failure
64,No Failure
2001,No Failure
4277,No Failure
2565,No Failure
5723,No Failure
3092,No Failure
787,No Failure
3781,No Failure
2284,No Failure
6245,No Failure
9998,No Failure
9988,No Failure
4632,No Failure
2131,No Failure
624,No Failure
8323,No Failure
6822,No Failure
1978,No Failure
3231,No Failure
816,No Failure
2785,No Failure
9706,No Failure
2681,No Failure
6731,No Failure
5013,No Failure
5394,No Failure
7753,No Failure
8322,No Failure
7675,No Failure
9118,No Failure
7478,No Failure
9643,No Failure
9499,No Failure
8206,No Failure
4858,No Failure
8823,No Failure
384,No Failure
8888,No Failure
1206,No Failure
4269,No Failure
1330,No Failure
650,No Failure
4162,No Failure
7005,No Failure
1701,No Failure
3321,No Failure
6570,No Failure
1026,No Failure
553,No Failure
2780,No Failure
9057,No Failure
2606,No Failure
3398,No Failure
2101,No Failure
7774,No Failure
619,No Failure
9436,No Failure
8856,No Failure
4796,No Failure
4150,No Failure
1820,No Failure
9541,No Failure
7416,No Failure
786,No Failure
7780,No Failure
1470,No Failure
5157,No Failure
532,No Failure
8504,No Failure
3401,No Failure
6224,No Failure
2003,No Failure
4562,No Failure
9598,No Failure
3049,No Failure
4935,No Failure
6412,No Failure
2941,No Failure
1218,No Failure
5727,No Failure
8577,No Failure
5210,No Failure
4725,No Failure
8962,No Failure
9803,No Failure
3819,No Failure
540,No Failure
6484,No Failure
8114,No Failure
2413,No Failure
8559,No Failure
2512,No Failure
3632,No Failure
4384,Overstrain Failure
4760,No Failure
4502,No Failure
4666,No Failure
4097,No Failure
4528,No Failure
4621,No Failure
4449,No Failure
4511,No Failure
4121,No Failure
4165,No Failure
4771,No Failure
4156,No Failure
4406,No Failure
4837,No Failure
4832,No Failure
4154,No Failure
4662,No Failure
4643,Overstrain Failure
4139,No Failure
4557,No Failure
4703,No Failure
4670,No Failure
4248,No Failure
4186,No Failure
3788,No Failure
4082,No Failure
4769,No Failure
4852,No Failure
4602,No Failure
4079,No Failure
4324,No Failure
3794,No Failure
4362,No Failure
4141,No Failure
4185,No Failure
4422,No Failure
5707,Power Failure
51,Power Failure
7537,Power Failure
3458,Power Failure
4049,Power Failure
7084,Power Failure
4343,Power Failure
6933,Power Failure
443,No Failure
2427,No Failure
5049,Overstrain Failure
2599,Power Failure
1809,Power Failure
4921,Power Failure
1285,No Failure
6679,No Failure
7565,Power Failure
4003,Power Failure
1096,Power Failure
3868,Power Failure
4293,No Failure
1145,Power Failure
1497,Overstrain Failure
3944,Power Failure
9765,No Failure
4998,Power Failure
6541,No Failure
4297,Power Failure
195,Power Failure
169,Power Failure
2880,No Failure
3580,Power Failure
8196,Overstrain Failure
6154,Heat Dissipation Failure
7592,Overstrain Failure
3020,Overstrain Failure
7670,No Failure
4985,Overstrain Failure
3351,Overstrain Failure
9660,Overstrain Failure
2076,Overstrain Failure
2762,Overstrain Failure
4025,Overstrain Failure
9494,Overstrain Failure
7927,No Failure
1336,Overstrain Failure
9015,Overstrain Failure
1834,Overstrain Failure
587,Overstrain Failure
3357,Overstrain Failure
249,Overstrain Failure
6079,Overstrain Failure
243,Overstrain Failure
9831,Overstrain Failure
1335,Overstrain Failure
1163,Overstrain Failure
1162,Overstrain Failure
4815,No Failure
8847,Overstrain Failure
5142,No Failure
7088,No Failure
1510,No Failure
4647,No Failure
8358,No Failure
1088,No Failure
6760,No Failure
1683,No Failure
2865,Overstrain Failure
1997,No Failure
5310,No Failure
3866,No Failure
5402,Overstrain Failure
6420,No Failure
1303,No Failure
5554,No Failure
6961,No Failure
6914,No Failure
5510,No Failure
3066,No Failure
